,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
651,652,2.0,4.0,3.0,19,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1,3,4,10.783780400572223
652,653,4.0,3.0,3.0,23,No,Travel_Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,3,3,7.485170093000278
653,654,3.0,4.0,3.0,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0,3,3,9.20476889799611
654,655,3.0,4.0,2.0,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,3,3,8.687972789115555
655,656,1.0,2.0,3.0,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,3,3,9.878690476190277
656,657,4.0,2.0,3.0,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,4,4,9.622883101851667
657,658,1.0,3.0,1.0,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,3,3,7.594680728446111
658,659,4.0,2.0,3.0,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,1,3,6.901101774042778
659,660,3.0,1.0,3.0,34,No,Travel_Rarely,Sales,13,4,Medical,1,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,2,3,8.918751157407222
660,661,4.0,2.0,2.0,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10,3,3,10.986178861788611
661,662,4.0,4.0,2.0,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4,3,4,6.5922851377016665
662,663,3.0,2.0,4.0,34,No,Travel_Frequently,Sales,14,4,Medical,1,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10,3,3,6.795719907407222
663,664,4.0,3.0,2.0,28,No,Travel_Frequently,Research & Development,2,3,Other,1,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,3,3,10.374410628019167
664,665,3.0,1.0,2.0,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13,1,3,7.808195035460833
665,666,3.0,2.0,4.0,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8,3,3,7.497001182033055
666,667,3.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,3,3,10.482086720866944
667,668,2.0,2.0,3.0,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0,3,3,9.421422127255278
668,669,4.0,4.0,4.0,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17,4,3,6.413299663299444
669,670,3.0,2.0,3.0,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,2,4,10.608310841205556
670,671,1.0,4.0,3.0,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5,3,3,5.981031411157778
671,672,4.0,4.0,3.0,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2,3,3,9.709561781609167
672,673,2.0,3.0,2.0,51,No,Travel_Frequently,Sales,21,4,Medical,1,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7,3,3,6.988324842309445
673,674,3.0,3.0,3.0,30,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7,3,3,9.513817167577223
674,675,2.0,3.0,3.0,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7,3,3,8.4067758784425
675,676,4.0,1.0,2.0,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2,3,3,6.799669766332777
676,677,4.0,2.0,2.0,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1,3,4,7.9832914272030555
677,678,3.0,4.0,4.0,32,No,Travel_Rarely,Research & Development,10,4,Other,1,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8,3,3,6.805245961820833
678,679,,2.0,3.0,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0,3,3,6.0234831719686115
679,680,3.0,2.0,3.0,39,No,Travel_Rarely,Sales,29,1,Marketing,1,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2,3,3,8.390134335154722
680,681,1.0,3.0,3.0,58,No,Travel_Rarely,Research & Development,27,3,Other,1,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2,1,3,6.035505604288334
681,682,4.0,3.0,3.0,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1,3,3,6.491232492996945
682,683,3.0,1.0,3.0,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3,2,4,7.722481634526944
683,684,1.0,4.0,3.0,30,No,Travel_Rarely,Sales,9,1,Marketing,1,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7,4,3,6.22638185654
684,685,4.0,3.0,3.0,36,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,2,3,6.722831018518334
685,686,4.0,1.0,4.0,46,No,Travel_Rarely,Sales,4,3,Medical,1,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7,2,3,7.708216807909444
686,687,3.0,4.0,3.0,28,No,Non-Travel,Research & Development,1,3,Medical,1,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5,2,3,8.013723628691945
687,688,4.0,1.0,3.0,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2,2,4,10.404741297090833
688,689,4.0,2.0,3.0,40,Yes,Travel_Rarely,Sales,8,1,Other,1,Male,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,5,1,0,2,3,9.801315667131389
689,690,2.0,2.0,2.0,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7,3,3,9.974500466853334
690,691,2.0,1.0,3.0,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,2,3,10.406511839708333
691,692,1.0,3.0,3.0,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7,3,3,6.005927823315
692,693,4.0,3.0,2.0,31,No,Non-Travel,Research & Development,1,2,Medical,1,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6,2,3,10.098737922705277
693,694,3.0,2.0,3.0,41,No,Non-Travel,Sales,6,3,Life Sciences,1,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9,3,3,7.825096982758611
694,695,4.0,2.0,4.0,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,3,2,2,3,3,9.078821513002222
695,696,1.0,1.0,4.0,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,3,1,2,3,3,5.984569383794167
696,697,3.0,3.0,2.0,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10,2,3,9.682367503486667
697,698,4.0,3.0,3.0,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11,3,3,6.600917397660556
698,699,4.0,2.0,3.0,56,No,Travel_Rarely,Sales,3,2,Medical,1,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7,3,3,8.00470545977
699,700,3.0,3.0,3.0,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,4,0,0,3,3,7.306210648148055
700,701,4.0,4.0,2.0,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6,3,4,7.377629009762778
701,702,3.0,4.0,3.0,40,No,Travel_Rarely,Sales,4,3,Medical,1,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8,2,3,5.97810564663
702,703,3.0,1.0,3.0,41,No,Travel_Frequently,Sales,1,4,Other,1,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7,2,3,7.670687943262222
703,704,3.0,3.0,3.0,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1,2,3,9.5049192782525
704,705,3.0,2.0,3.0,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10,3,3,9.523341503267778
705,706,2.0,1.0,3.0,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7,2,3,6.590448898265278
706,707,3.0,1.0,4.0,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6,4,3,7.25198932557
707,708,4.0,4.0,2.0,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,3,1,2,3,3,6.313608663729722
708,709,3.0,1.0,2.0,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,10,5,9,4,3,8.5097598253275
709,710,2.0,2.0,3.0,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3,1,4,6.106740984405278
710,711,1.0,1.0,2.0,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13,3,3,6.1063793922125
711,712,4.0,4.0,3.0,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,10,0,8,2,4,7.6243904958675
712,713,3.0,4.0,3.0,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,1,0,0,3,3,7.1171431892141666
713,714,4.0,2.0,2.0,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,Female,3,Manufacturing Director,Single,40280,3.0,Y,14,8,0,29.0,3,5,0,3,3,3,7.469346549192222
714,715,4.0,4.0,4.0,18,No,Non-Travel,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0,3,4,7.890327868852222
715,716,4.0,4.0,3.0,35,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0,2,3,7.175936438621944
716,717,4.0,4.0,3.0,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,Female,1,Research Director,Single,46470,3.0,Y,17,8,0,8.0,3,6,0,0,4,3,7.358958040318611
717,718,1.0,3.0,2.0,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Male,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,19,3,8,4,3,8.709841106538612
718,719,4.0,2.0,3.0,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9,3,3,10.396509456264722
719,720,1.0,3.0,3.0,34,No,Non-Travel,Sales,1,2,Life Sciences,1,Male,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,5,0,0,3,3,6.400724121557222
720,721,2.0,3.0,3.0,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8,2,3,6.503203860640277
721,722,2.0,3.0,3.0,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,8,7,7,4,3,7.227850189933333
722,723,3.0,4.0,4.0,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,Female,2,Manufacturing Director,Single,53960,7.0,Y,17,8,1,3.0,2,1,0,0,1,3,7.686837068160555
723,724,4.0,3.0,2.0,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,Male,1,Manufacturing Director,Married,67960,0.0,Y,13,8,0,5.0,2,4,3,2,3,3,9.136408483171945
724,725,4.0,3.0,3.0,38,No,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Sales Representative,Divorced,76250,1.0,Y,15,8,0,4.0,2,4,0,3,2,3,6.392946165191667
725,726,3.0,4.0,4.0,34,No,Travel_Rarely,Research & Development,10,4,Other,1,Female,2,Laboratory Technician,Single,74120,1.0,Y,24,8,0,14.0,4,14,4,11,3,4,7.911889604196389
726,727,3.0,1.0,3.0,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Healthcare Representative,Married,111590,1.0,Y,12,8,0,5.0,2,5,0,4,3,3,6.722281576448055
727,728,4.0,3.0,2.0,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Sales Executive,Married,49600,1.0,Y,15,8,0,10.0,3,10,6,7,2,3,10.895542770804166
728,729,1.0,4.0,4.0,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,Female,2,Healthcare Representative,Married,104750,3.0,Y,11,8,1,8.0,3,5,1,4,3,3,10.252200854700833
729,730,2.0,2.0,3.0,51,No,Travel_Frequently,Research & Development,20,3,Medical,1,Male,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,4,3,2,2,3,7.111849830179445
730,731,4.0,4.0,2.0,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Male,4,Sales Executive,Divorced,191410,3.0,Y,12,8,1,12.0,2,6,3,3,3,3,10.680777310924167
731,732,3.0,3.0,3.0,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,1,Healthcare Representative,Married,54050,7.0,Y,15,8,0,8.0,3,6,1,3,4,3,10.3970798319325
732,733,2.0,4.0,4.0,33,No,Travel_Frequently,Research & Development,2,3,Medical,1,Female,1,Sales Executive,Married,87930,6.0,Y,17,8,0,8.0,2,5,1,2,3,3,7.779559027777778
733,734,3.0,2.0,2.0,32,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2,3,3,10.406151819923334
734,735,3.0,3.0,3.0,39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,Male,2,Sales Executive,Married,38750,3.0,Y,15,8,0,13.0,3,6,0,5,3,3,6.613607624360555
735,736,1.0,3.0,,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,1,Sales Executive,Married,22160,2.0,Y,13,8,3,6.0,2,3,1,2,2,3,7.226058091286111
736,737,4.0,3.0,2.0,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,2,Sales Executive,Married,117130,2.0,Y,14,8,0,24.0,2,5,0,2,3,3,9.105581340834444
737,738,1.0,3.0,1.0,43,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Laboratory Technician,Single,78610,1.0,Y,14,8,2,20.0,1,20,1,8,3,3,9.72064659197
738,739,4.0,4.0,3.0,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Married,37080,1.0,Y,16,8,2,6.0,2,6,4,4,3,3,10.32448653198639
739,740,4.0,3.0,3.0,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Female,1,Research Scientist,Single,137700,1.0,Y,18,8,1,8.0,3,8,7,7,4,3,9.997716689718612
740,741,1.0,4.0,3.0,26,No,Travel_Rarely,Research & Development,2,2,Other,1,Male,3,Laboratory Technician,Single,53040,0.0,Y,20,8,1,5.0,2,4,1,1,3,4,6.2968901234566665
741,742,3.0,1.0,3.0,42,No,Travel_Rarely,Sales,23,3,Marketing,1,Female,3,Research Scientist,Married,26420,0.0,Y,13,8,1,21.0,3,20,0,9,3,3,6.075256680731111
742,743,3.0,1.0,1.0,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,1,Healthcare Representative,Married,27590,9.0,Y,18,8,1,12.0,6,5,0,4,3,3,6.4782470449172225
743,744,1.0,3.0,3.0,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,Male,2,Manager,Single,68040,4.0,Y,13,8,1,8.0,1,3,0,2,3,3,7.522206521738889
744,745,3.0,4.0,3.0,35,No,Travel_Frequently,Research & Development,6,4,Medical,1,Female,2,Research Director,Single,61420,2.0,Y,15,8,1,10.0,2,2,2,2,3,3,7.686039855072222
745,746,1.0,4.0,2.0,25,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Married,25000,4.0,Y,14,8,2,7.0,2,3,0,2,1,3,7.972668128654722
746,747,3.0,1.0,3.0,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Male,1,Research Scientist,Single,63890,0.0,Y,22,8,0,8.0,2,7,0,7,2,4,6.805875788451944
747,748,2.0,1.0,2.0,29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,1,Laboratory Technician,Single,111030,1.0,Y,12,8,0,10.0,5,10,0,9,2,3,6.217927616413055
748,749,1.0,1.0,3.0,49,Yes,Travel_Frequently,Sales,6,5,Medical,1,Female,2,Healthcare Representative,Single,23420,3.0,Y,18,8,0,20.0,2,4,1,3,3,3,7.083067226890556
749,750,3.0,4.0,3.0,29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,Female,2,Laboratory Technician,Single,68110,0.0,Y,15,8,1,9.0,2,8,7,7,3,3,8.584576661814445
750,751,4.0,4.0,2.0,54,No,Travel_Rarely,Sales,1,3,Medical,1,Female,2,Manager,Single,22970,6.0,Y,18,8,2,29.0,2,20,12,7,2,3,6.198137681159166
751,752,4.0,1.0,3.0,58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,Female,2,Laboratory Technician,Married,24500,3.0,Y,12,8,1,32.0,2,9,1,5,3,3,10.612399503161667
752,753,2.0,4.0,4.0,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Research Scientist,Divorced,50930,2.0,Y,16,8,1,31.0,3,7,0,0,3,3,7.4833094897472225
753,754,1.0,2.0,3.0,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,53090,3.0,Y,13,8,0,15.0,5,5,0,1,3,3,9.401894586894445
754,755,2.0,3.0,3.0,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,Male,2,Manager,Single,30570,1.0,Y,19,8,0,1.0,3,1,0,0,3,3,7.303473379629445
755,756,4.0,1.0,3.0,30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Sales Executive,Divorced,51210,7.0,Y,13,8,0,8.0,4,3,0,2,3,3,7.538799319727778
756,757,1.0,2.0,4.0,31,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Single,168560,3.0,Y,12,8,1,9.0,3,3,1,0,3,3,7.291433615819167
757,758,4.0,1.0,3.0,34,No,Travel_Frequently,Sales,2,1,Marketing,1,Female,5,Manager,Divorced,26860,5.0,Y,11,8,0,10.0,3,4,1,3,4,3,7.603156676413056
758,759,1.0,2.0,4.0,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,Male,1,Research Scientist,Single,61800,1.0,Y,14,8,1,1.0,2,1,0,0,1,3,8.038707264957223
759,760,2.0,1.0,4.0,27,No,Travel_Rarely,Human Resources,11,4,Medical,1,Male,4,Sales Executive,Married,66320,0.0,Y,16,8,0,6.0,3,5,1,4,3,3,7.189699359853611
760,761,1.0,4.0,2.0,36,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Research Scientist,Single,35050,1.0,Y,12,8,2,10.0,2,10,1,8,2,3,6.329309056956111
761,762,3.0,1.0,2.0,36,No,Travel_Rarely,Research & Development,24,3,Other,1,Female,3,Research Director,Married,63970,4.0,Y,14,8,1,11.0,3,3,0,2,3,3,7.3161326530611115
762,763,1.0,4.0,2.0,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,2,Sales Executive,Married,62740,7.0,Y,14,8,2,17.0,0,6,1,2,3,3,7.7893213783402775
763,764,1.0,1.0,3.0,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,Male,2,Research Scientist,Married,198590,3.0,Y,19,8,0,6.0,3,3,2,2,2,3,7.221421706516389
764,765,3.0,3.0,1.0,37,No,Non-Travel,Sales,8,4,Medical,1,Male,1,Healthcare Representative,Single,75870,0.0,Y,22,8,1,7.0,5,6,1,3,3,4,7.603537195994167
765,766,1.0,1.0,4.0,56,No,Travel_Rarely,Research & Development,10,4,Other,1,Male,2,Sales Representative,Married,42580,2.0,Y,16,8,0,5.0,2,3,1,0,3,3,6.623406369731667
766,767,1.0,3.0,4.0,47,No,Travel_Rarely,Research & Development,3,2,Medical,1,Male,2,Laboratory Technician,Married,43640,3.0,Y,11,8,1,26.0,3,20,5,6,3,3,6.299673812816945
767,768,4.0,3.0,3.0,24,No,Travel_Rarely,Research & Development,5,1,Other,1,Male,1,Manufacturing Director,Married,43350,1.0,Y,15,8,1,5.0,5,5,0,3,3,3,9.675379001883055
768,769,4.0,4.0,2.0,32,No,Travel_Rarely,Sales,4,3,Marketing,1,Male,1,Research Scientist,Married,53260,4.0,Y,14,8,1,7.0,2,4,0,3,3,3,7.485165260196666
769,770,4.0,2.0,2.0,34,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,1,Sales Executive,Married,32800,5.0,Y,13,8,0,7.0,3,5,0,2,3,3,6.101879588839722
770,771,2.0,3.0,2.0,41,No,Travel_Rarely,Research & Development,26,3,Medical,1,Female,3,Sales Executive,Married,54850,2.0,Y,17,8,2,7.0,2,4,0,3,3,3,10.499181527206112
771,772,3.0,3.0,4.0,40,No,Non-Travel,Sales,3,2,Life Sciences,1,Male,1,Sales Executive,Divorced,43420,3.0,Y,11,8,1,11.0,6,8,0,7,2,3,6.390747584540834
772,773,1.0,4.0,3.0,31,No,Travel_Rarely,Research & Development,16,3,Medical,1,Male,2,Human Resources,Divorced,27820,1.0,Y,19,8,1,13.0,5,13,9,9,3,3,6.676340479483611
773,774,1.0,4.0,4.0,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Manufacturing Director,Divorced,59800,4.0,Y,11,8,1,28.0,2,7,4,3,3,3,6.667140522875555
774,775,1.0,1.0,4.0,39,Yes,Non-Travel,Research & Development,2,4,Medical,1,Male,2,Manufacturing Director,Single,43810,2.0,Y,15,8,2,11.0,1,1,0,0,2,3,9.412597165066112
775,776,3.0,2.0,3.0,31,Yes,Travel_Frequently,Sales,2,3,Medical,1,Male,2,Sales Executive,Single,25720,1.0,Y,13,8,3,10.0,3,10,4,7,3,3,6.807770499757222
776,777,2.0,1.0,3.0,45,No,Travel_Rarely,Sales,10,2,Marketing,1,Male,1,Sales Executive,Divorced,38330,2.0,Y,14,8,0,24.0,1,7,0,7,3,3,10.501073286051945
777,778,4.0,2.0,3.0,31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,Male,3,Human Resources,Single,42440,9.0,Y,13,8,0,8.0,3,3,0,2,3,3,6.649557522123889
778,779,2.0,4.0,1.0,31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,1,Laboratory Technician,Married,65000,6.0,Y,23,8,1,7.0,5,2,2,2,3,4,10.308444215820556
779,780,2.0,4.0,4.0,45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,3,1,2,3,3,10.611550332383612
780,781,3.0,1.0,3.0,48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,Male,2,Research Scientist,Divorced,16010,4.0,Y,12,8,0,15.0,3,2,2,2,3,3,7.1190449172575
781,782,1.0,3.0,3.0,34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,Male,2,Research Scientist,Married,26940,1.0,Y,16,8,1,2.0,3,2,2,2,3,3,7.405662393162222
782,783,4.0,2.0,3.0,40,No,Non-Travel,Research & Development,25,4,Other,1,Female,1,Sales Executive,Divorced,31490,2.0,Y,15,8,1,16.0,1,9,4,8,2,3,8.033875114784166
783,784,4.0,1.0,3.0,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,Female,1,Research Scientist,Single,176390,0.0,Y,13,8,1,6.0,0,5,1,3,3,3,6.4889413447780555
784,785,3.0,3.0,3.0,44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,Male,1,Laboratory Technician,Single,23190,3.0,Y,18,8,0,7.0,4,5,0,3,2,3,6.6036195652172225
785,786,4.0,2.0,2.0,53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Male,2,Manager,Single,116910,4.0,Y,20,8,0,35.0,2,9,8,8,3,4,6.909737654320834
